env_idx,pso_idx,min_cost,p25_cost,p75_cost,max_cost
1,16,4.005157470703125,4.225226998329163,4.723588585853577,6.097630500793457
2,16,3.974576234817505,4.852923631668091,5.530593991279602,6.394872665405273
3,16,4.100767135620117,4.937620162963867,5.651900291442871,6.973766803741455
0,17,4.248149394989014,5.2777910232543945,6.141579866409302,7.201087951660156
1,17,4.005157470703125,4.264629125595093,4.743320107460022,5.888923645019531
2,17,4.062908172607422,4.804896831512451,5.474717378616333,6.380710124969482
3,17,4.03823184967041,4.830883145332336,5.573898792266846,6.67004919052124
0,18,4.248149394989014,5.299452066421509,6.145127773284912,7.879678726196289
1,18,4.005157470703125,4.251694321632385,4.735732078552246,5.749945640563965
2,18,3.9373722076416016,4.879563093185425,5.510830760002136,6.2913737297058105
3,18,4.03823184967041,4.819962978363037,5.567313075065613,6.6650495529174805
0,19,4.248149394989014,5.252197980880737,6.22948944568634,7.761087894439697
1,19,4.005157470703125,4.196276664733887,4.704513072967529,6.041141986846924
2,19,4.0416717529296875,4.815408229827881,5.539929151535034,6.52212381362915
3,19,4.03823184967041,4.8976826667785645,5.718204379081726,6.684698104858398
0,20,4.248149394989014,5.16414475440979,6.051335334777832,7.2501020431518555
1,20,4.005157470703125,4.188591480255127,4.633405089378357,5.871952056884766
2,20,4.005648136138916,4.902704477310181,5.553293466567993,6.509896755218506
3,20,4.03823184967041,4.922345757484436,5.696404576301575,6.776675224304199
0,21,4.248149394989014,5.233906030654907,6.17438006401062,7.346522808074951
1,21,4.005157470703125,4.212906002998352,4.7069185972213745,6.023702144622803
2,21,3.9373722076416016,4.770755171775818,5.483080267906189,6.492990970611572
3,21,4.03823184967041,4.944392800331116,5.698135614395142,6.4731268882751465
0,22,4.248149394989014,5.23081362247467,6.177860260009766,7.231103420257568
1,22,4.005157470703125,4.225209951400757,4.750631332397461,6.326442718505859
2,22,4.068530082702637,4.835910320281982,5.456240296363831,6.351844787597656
3,22,4.03823184967041,4.8035218715667725,5.498915195465088,6.37153959274292
0,23,4.248149394989014,5.192621231079102,6.1015636920928955,7.522464275360107
1,23,4.005157470703125,4.156647682189941,4.674390554428101,5.807706832885742
2,23,3.9647622108459473,4.886357545852661,5.506417751312256,6.643608093261719
3,23,4.03823184967041,4.79528546333313,5.554586410522461,6.478938579559326
0,24,4.248149394989014,5.1796650886535645,6.0841498374938965,7.765316009521484
1,24,3.909991979598999,4.230889201164246,4.560071229934692,5.72430419921875
2,24,3.9373722076416016,4.859040975570679,5.520097255706787,6.421273708343506
3,24,4.03823184967041,4.801950097084045,5.634788870811462,6.346298694610596
0,25,4.342143535614014,5.363833069801331,6.172126293182373,7.062529563903809
1,25,4.005157470703125,4.369556427001953,5.162941813468933,5.832335948944092
2,25,3.9373722076416016,4.794242024421692,5.49517285823822,6.805192947387695
3,25,4.03823184967041,4.833690166473389,5.661273837089539,6.415469169616699
0,26,4.248149394989014,5.227451205253601,6.171389937400818,7.488833427429199
1,26,3.909991979598999,4.374867677688599,5.1625657081604,5.7539849281311035
2,26,3.9373722076416016,4.857707500457764,5.592739224433899,6.501736164093018
3,26,4.03823184967041,4.824368953704834,5.5923930406570435,6.42436408996582
0,27,4.5299177169799805,5.280071020126343,6.199336767196655,7.205101013183594
1,27,3.909991979598999,4.310358881950378,5.0429368019104,5.852347373962402
2,27,4.093721866607666,4.852812886238098,5.563916206359863,6.307782173156738
3,27,4.03823184967041,4.719621181488037,5.60679030418396,6.409802436828613
0,28,4.248149394989014,5.207231044769287,6.139277458190918,7.397558212280273
1,28,3.909991979598999,4.3190388679504395,4.9104984998703,5.639805316925049
2,28,3.9373722076416016,4.808029294013977,5.431022763252258,6.157294273376465
3,28,4.03823184967041,4.813958406448364,5.553422212600708,6.510320663452148
0,29,4.248149394989014,5.254238128662109,6.0944178104400635,7.312865257263184
1,29,3.909991979598999,4.30491828918457,5.135956764221191,5.748318672180176
2,29,3.9373722076416016,4.752444624900818,5.546712875366211,6.825904369354248
3,29,4.03823184967041,4.817541122436523,5.543232798576355,6.3774261474609375
0,30,4.248149394989014,5.278050780296326,6.148059964179993,7.77304744720459
1,30,3.909991979598999,4.355355978012085,5.135956764221191,5.637479782104492
